Song,Hot100 Rank,Hot100 Ranking Year,is_local,num_of_song_avaliable_markets
(I Love You) For Sentimental Reasons,35,1954,FALSE,184
Before The Next Teardrop Falls,4,1975,FALSE,184
Baby I'm Yours,40,1993,FALSE,74
Long Tall Glasses (I Can Dance) - Remastered,90,1975,FALSE,2
The Old Lamp-Lighter,27,2000,FALSE,185
Down,20,2009,FALSE,183
Big Energy,7,2022,FALSE,185
One Fine Day,73,1980,FALSE,185
Penny Lover,96,1985,FALSE,3
Helen Wheels,91,2001,FALSE,184
Patricia,5,1998,FALSE,184
Keep On Smilin',66,1974,FALSE,183
Boogie Wonderland,57,1979,FALSE,185
Kind of a Drag,16,2015,FALSE,185
Devil Inside,46,1988,FALSE,2
Soul Man,19,1967,FALSE,184
i'm yours sped up,20,2022,FALSE,185
Into You,51,2016,FALSE,182
Lost In Love,15,1980,FALSE,182
Hot Boyz,32,2000,FALSE,173
Everytime I Think Of You - 2022 Remaster,89,1981,FALSE,185
King for a Day,96,1986,FALSE,0
"Say You, Say Me",2,1986,FALSE,183
Bad Boys (Theme from COPS),69,2010,FALSE,0
Winning,84,1981,FALSE,185
Cleanin' Out My Closet,47,2002,FALSE,184
Breakfast At Tiffany's,39,1996,FALSE,184
Pick Up the Pieces,21,1975,FALSE,2
I Wanna Be Your Lover,95,1980,FALSE,1
Feels So Right,77,1981,FALSE,185
Drops of Jupiter (Tell Me),4,2001,FALSE,185
Disturbia,16,2008,FALSE,184
Love Is Blue - Remastered,2,2018,FALSE,185
I Get the Bag (feat. Migos),72,2018,FALSE,170
Like I'm Gonna Lose You (feat. John Legend),42,2016,FALSE,176
We Paid,57,2021,FALSE,95
Slow Jamz,16,2004,FALSE,184
Along Comes Mary,94,1966,FALSE,184
I Don't Mind (feat. Juicy J),55,2015,FALSE,185
Chasing After You,61,2021,FALSE,185
Things I'd Like to Say (A Tribute to New Colony Six),70,2012,FALSE,185
Jumpman,37,2016,FALSE,184
How Will I Know,6,1986,FALSE,185
Back At One,82,1999,FALSE,184
"I Need a Girl (Pt. 2) [feat. Loon, Ginuwine & Mario Winans]",18,2004,FALSE,184
Young Dumb & Broke,67,2018,FALSE,185
Escape,57,2002,FALSE,2
"Blaze Of Glory - From ""Young Guns II"" Soundtrack",10,1990,FALSE,184
Keep On Truckin',35,1973,FALSE,184
It's Just a Matter of Time - Rerecorded,27,2009,FALSE,0
Cotton Eye Joe,93,1995,FALSE,2
Incense And Peppermints,23,1967,FALSE,184
If You Wanna Be Happy,29,2012,FALSE,185
Rocket 2 U,68,2001,FALSE,184
Motownphilly,11,1991,FALSE,184
Tell Me,58,1996,FALSE,185
No More Lonely Nights (Ballad) - Remastered 1993,72,1985,FALSE,184
I Write the Songs,13,1976,FALSE,185
Rubber Ball,89,1961,FALSE,184
Make It Hot (feat. Missy Elliott & Mocha),41,1998,FALSE,184
(You're The) Devil in Disguise (In the Style of Elvis Presley) [Karaoke Version],58,2013,FALSE,185
Alley Cat,37,2020,FALSE,185
Dirt Off Your Shoulder,21,2004,FALSE,184
Hay,93,1996,FALSE,156
Chattanoogie Shoe Shine Boy - 1949 Single Version,8,1991,FALSE,184
Give It To You,63,1999,FALSE,184
Can't Get Enough of Your Love (In the Style of Taylor Dayne) [Karaoke Version],99,2013,FALSE,185
Rock 'n' Roll Fantasy - 2009 Remaster,54,1979,FALSE,184
Knockin' Boots,79,2020,FALSE,184
Love Is Here And Now You're Gone,26,1967,FALSE,180
Snap Yo Fingers,24,2006,FALSE,185
Sorry,71,2016,FALSE,185
Same Guy (feat. Adam Levine),100,2020,FALSE,185
Motivation,53,2011,FALSE,85
God's Plan,1,2018,FALSE,180
Looking For A New Love - Radio Edit,16,2000,FALSE,178
Only in My Dreams,26,1987,FALSE,184
Unchained Melody,21,1955,FALSE,185
I Will Survive - Single Version,6,2000,FALSE,182
Wolves,60,2018,FALSE,184
Body Bumpin' (Yippie-Yi-Yo),24,1998,FALSE,184
Crying in the Rain,47,1962,FALSE,184
New Moon on Monday - 2010 Remaster,95,1984,FALSE,172
The Valley Road,78,1988,FALSE,185
Party Like A Rock Star,14,2007,FALSE,92
Don't Tell 'Em,42,2015,FALSE,184
"Chi-Baba, Chi-Baba (My Bambino Go To Sleep)",12,2010,FALSE,182
Stay,80,2023,FALSE,184
If It Isn't Love,67,1988,FALSE,184
Frankenstein,16,1973,FALSE,185
Piece of My Heart,96,1968,FALSE,185
Full Moon,89,2002,FALSE,1
Get Low featuring Ying Yang Twins,11,2011,FALSE,185
Can't You See,66,2022,FALSE,184
Little Lies - 2017 Remaster,51,1987,FALSE,184
Beautiful,42,2003,FALSE,174
Pride And Joy - Album Version / Mono,61,1963,FALSE,180
Shakedown,9,2003,FALSE,184
"Get Down, Get Down (Get on the Floor) (Rercorded)",76,2002,FALSE,185
Mood Swings (feat. Lil Tjay),81,2020,FALSE,184
Letters from Home,99,2004,FALSE,184
Feel So Close - Radio Edit,42,2012,FALSE,172
Cruel Summer,73,1984,FALSE,185
Iâ€™m Yours,7,2023,FALSE,0
The Writing On The Wall,83,2005,FALSE,185
Simple,82,2019,FALSE,184
Right Here Waiting,11,1989,FALSE,184
Secret Love,9,1954,FALSE,185
Wasted On You,19,2022,FALSE,184
Jumper - 1998 Edit,40,1999,FALSE,184
Photograph,34,2023,FALSE,178
You and Me,48,1977,FALSE,184
(There's) No Gettin' Over Me,33,1981,FALSE,184
Beach Baby,94,1999,FALSE,185
Sweet Child O' Mine,5,1988,FALSE,183
Without You,37,1961,FALSE,0
Mama Didn't Lie,66,1997,FALSE,184
Timber (feat. Ke$ha),11,2014,FALSE,171
Got To Get You Into My Life - Remastered 2009,78,1976,FALSE,184
"Oh, Pretty Woman",4,1964,FALSE,185
Rock Me Amadeus,28,1986,FALSE,185
"When You're Hot, You're Hot",74,1995,FALSE,135
Deuces (feat. Tyga & Kevin McCall),68,2011,FALSE,185
When the Lights Go Out - Radio Edit,38,1998,FALSE,185
The Way I Are - Timbaland vs. Nephew featuring Keri Hilson & D.O.E,96,2008,FALSE,3
"Gypsys, Tramps & Thieves",39,1971,FALSE,184
Number One Spot,99,2005,FALSE,184
The Wayward Wind,5,2015,FALSE,185
Right Here Right Now,17,1991,FALSE,185
Elevators (Me & You),59,1996,FALSE,185
Michael (Row The Boat Ashore),3,2007,FALSE,184
I Don't Wanna Live Without Your Love,48,1988,FALSE,171
I Write Sins Not Tragedies,20,2006,FALSE,5
If You're Not The One,60,2003,FALSE,2
Take These Chains From My Heart,81,2009,FALSE,184
Robbery,100,2019,FALSE,184
Don't - Originally performed by Bryson Tiller,35,2016,FALSE,185
Bohemian Rhapsody - Remastered 2011,18,1976,FALSE,2
Guilty (Duet with Barry Gibb),29,1989,FALSE,185
I'm Already There - In the Style of Lonestar (Karaoke Version Teaching Vocal),73,2010,FALSE,185
Lose Control (feat. Ciara & Fat Man Scoop),14,2005,FALSE,184
Brave,74,2014,FALSE,185
Congratulations,10,2017,FALSE,184
Feel Good Inc.,97,2006,FALSE,169
She Wants To Dance With Me,88,1989,FALSE,0
Without Me,21,2002,FALSE,184
This Is Why I'm Hot,16,2007,FALSE,184
Dancing Machine,5,1974,FALSE,180
I Got 5 On It,36,1995,FALSE,183
Beautiful Day,75,2001,FALSE,3
Magic (feat. Rivers Cuomo),63,2010,FALSE,111
Smack That,15,2007,FALSE,184
Black Widow,26,2014,FALSE,3
What Was I Thinkin',87,2003,FALSE,183
Speechless,35,2019,FALSE,184
With You,50,2004,FALSE,185
All I Wanna Do Is Make Love To You,16,1990,FALSE,184
Adventure of a Lifetime,95,2016,FALSE,184
Get Into It (Yuh),68,2022,FALSE,185
Right Above It,90,2010,FALSE,184
A Tear Fell,49,1956,FALSE,183
Say Something,17,2019,FALSE,185
Wicked,97,2016,FALSE,185
"What'd I Say, Pt. 1 & 2 - 2005 Mono Remaster",50,2005,FALSE,184
Tequila,32,2018,FALSE,184
Toxic,48,2004,FALSE,185
Counting Blue Cars (Tell Me Your Thoughts On God),28,1996,FALSE,184
I'll Be There For You - (Karaoke Version ) [In The Style Of Bon Jovi],23,2010,FALSE,184
Heartaches By The Number,15,1995,FALSE,185
"Up, Up and Away",47,1967,FALSE,185
She Drives Me Crazy,18,1989,FALSE,185
More Stars (Abba Medley) - Original Single Version,24,1984,FALSE,185
All Falls Down,47,2004,FALSE,184
Crash and Burn,78,2000,FALSE,185
Funkdafied,37,1994,FALSE,185
Hot Rod Lincoln,69,1972,FALSE,184
Slow Motion,64,2015,FALSE,185
(Oh) Pretty Woman - 2015 Remaster,88,1982,FALSE,171
The Warrior (feat. Patty Smyth),46,1984,FALSE,185
A Groovy Kind of Love - Remastered,20,2015,FALSE,0
House Of The Rising Sun,60,2018,FALSE,2
Where Do Broken Hearts Go,33,1988,FALSE,185
Cherry Bomb,92,1988,FALSE,184
Yesterday's Songs,77,1982,FALSE,184
Lean on Me,7,1972,FALSE,185
Good Girls Go Bad (feat. Leighton Meester),43,2009,FALSE,166
I'm Too Sexy (As Made Famous by Right Said Fred),13,2011,FALSE,182
Heat Of The Night,84,1987,FALSE,184
Something So Strong,83,1987,FALSE,166
Hangin' Tough,49,1989,FALSE,185
This Is How We Roll,49,2014,FALSE,5
Lovers And Friends,25,2005,FALSE,185
New Sensation,65,1988,FALSE,2
Sweet Nothin's,18,1960,FALSE,184
An Innocent Man,72,1984,FALSE,185
Beer Never Broke My Heart,63,2019,FALSE,185
Serenade Of The Bells,35,1953,FALSE,184
Keep Coming Back,92,1997,FALSE,184
Goody Two Shoes,51,1983,FALSE,185
Who Says,60,2009,FALSE,185
I Got The Hook-Up!,67,2005,FALSE,183
Love Shack,47,1989,FALSE,173
Hit Me With Your Best Shot,46,1981,FALSE,184
I know (You Don't Love Me No More),42,1994,FALSE,184
Indiana Wants Me - Commercial Version,54,2008,FALSE,184
"Green, Green",99,1963,FALSE,185
Love Will Conquer All,97,1986,FALSE,183
MAMIII,59,2022,FALSE,185
Disco Lady,3,1976,FALSE,185
Things A Man Oughta Know,96,2021,FALSE,0
You Belong to Me,59,1978,FALSE,184
Tonight You Belong To Me,26,2012,FALSE,21
Weekend in New England,65,1977,FALSE,185
Memories Are Made Of This,9,1964,FALSE,184
Sealed With A Kiss,29,1993,FALSE,184
All You Wanted,23,2002,FALSE,184
Stuck With You,21,1986,FALSE,184
Tonight Tonight,32,2011,FALSE,184
I Hope,12,2020,FALSE,185
Jacob's Ladder,41,1987,FALSE,184
Hold My Hand,22,1995,FALSE,184
Fire,31,1975,FALSE,184
Clean up Woman,49,1972,FALSE,184
Let Me In,8,1999,FALSE,184
Bad Habit,28,2022,FALSE,184
September Morn,90,1980,FALSE,184
Little White Lies,7,1955,FALSE,184
The World I Know,41,1996,FALSE,184
Here I Am (Come And Take Me),72,2000,FALSE,184
Maneater,7,1983,FALSE,185
I Wanna Get Next To You,87,1977,FALSE,11
Raise Your Glass,17,2013,FALSE,185
Cheerleader - Felix Jaehn Remix Radio Edit,11,2015,FALSE,2
No One Is To Blame,44,1986,FALSE,185
Bitch Better Have My Money,48,2015,FALSE,183
Oh No,69,1982,FALSE,183
What About Us - Live,84,2020,FALSE,185
Mr. Roboto,28,1983,FALSE,184
Troglodyte (Cave Man),80,1972,FALSE,185
That's the Way It Is,28,2000,FALSE,185
Anticipation,72,1972,FALSE,184
Daydream Believer,61,2000,FALSE,184
Sing a Song,59,1976,FALSE,185
Shut Up And Drive,90,2008,FALSE,184
Don't Stop - Live 1977,52,1977,FALSE,172
What Will My Mary Say,65,2004,FALSE,185
Time Will Reveal,84,1984,FALSE,184
The Name Game,35,1965,FALSE,184
Cruisin',13,1980,FALSE,184
Misty Blue,19,1976,FALSE,185
Teen-Age Crush,33,2011,FALSE,184
Days of Wine and Roses,37,1963,FALSE,185
Message to Michael,69,1989,FALSE,184
Endless Sleep,41,1958,FALSE,185
The Air That I Breathe - 2008 Remaster,50,1974,FALSE,185
Can't Stop the Feeling - Tribute Justin Timberlake,49,2017,FALSE,185
Then,84,2009,FALSE,185
Lightnin' Strikes,17,2018,FALSE,184
Special Lady,42,1996,FALSE,183
High Fashion (feat. Mustard),40,2020,FALSE,185
Angie,85,1973,FALSE,184
Cool It Now,26,1985,FALSE,184
All I Wanna Do,34,1994,FALSE,184
Put Your Head on My Shoulder,66,1975,FALSE,185
Gonna Make You Sweat (Everybody Dance Now) - Clivilless & Cole DJ's Choice Mix,3,1991,FALSE,137
Rock Your Body,32,2003,FALSE,185
Jungle Boogie,12,1974,FALSE,184
Linger,49,1994,FALSE,184
Lonely (with benny blanco) - Acoustic,65,2021,FALSE,184
Adult Education,70,1984,FALSE,185
The Pied Piper,63,1966,FALSE,185
Love Machine - Pt. 1,7,1994,FALSE,184
The One That You Love,28,1981,FALSE,170
My Guy,7,1964,FALSE,183
Play That Funky Music,5,1976,FALSE,185
Don't Think I'm Not - Karaoke Version in the style of Kandi,86,2010,FALSE,185
I Don't Want to Be,58,2005,FALSE,184
Something To Believe In - Remastered,78,1991,FALSE,183
Pump Up The Jam,13,1990,FALSE,183
The Way You Love Me,27,2001,FALSE,184
Somebody to Love,33,1967,FALSE,185
Use Me,78,1972,FALSE,185
New Kid in Town - 2013 Remaster,59,1977,FALSE,170
Reminiscing - Remastered 2022,65,1978,FALSE,183
You're No Good,51,2023,FALSE,95
The Shelter of Your Arms,80,1964,FALSE,184
You Right,45,2022,FALSE,185
Anything,43,1996,FALSE,185
Take Your Time (Do It Right),37,1998,FALSE,185
You Do,28,1999,FALSE,184
Shame On The Moon,14,1983,FALSE,184
Don't Let Me Get Me (Originally Performed By Pink) - Karaoke Backing Track,36,2012,FALSE,185
The Happening,29,2008,FALSE,183
Hands To Myself,56,2016,FALSE,3
I'm Just an Old Chunk of Coal (But I'm Gonna Be a Diamond Someday),87,1981,FALSE,185
In the Closet,66,1992,FALSE,185
All Summer Long,85,2008,FALSE,184
All To Myself,97,2019,FALSE,184
Faithfully,81,1983,FALSE,0
"Heaven Is A Place On Earth - Promo 7"" Edit",7,1988,FALSE,2
Shake It,32,2008,FALSE,183
Disco Nights (Rock Freak) - Single Remix,76,1979,FALSE,185
Bang!,56,2021,FALSE,0
Against The Wind,51,1980,FALSE,184
Touch It,73,2006,FALSE,184
Real Love,46,1989,FALSE,183
More (with Mitchell Ayres and His Orchestra & The Ray Charles Singers) - Remastered,39,1993,FALSE,0
We're An American Band - Remastered 2002,23,1973,FALSE,184
Say It,45,1998,FALSE,181
Catch My Breath,68,2013,FALSE,3
Maps,29,2014,FALSE,166
Come To My Window,43,1994,FALSE,184
Thank You (Falettinme Be Mice Elf Agin) - Single Version,19,1970,FALSE,185
Papa's Got A Brand New Bag,33,1991,FALSE,2
Jerk Out #3,93,1990,FALSE,184
Cold Hearted,6,1989,FALSE,184
MONTERO (Call Me By Your Name),9,2021,FALSE,185
I'm Still Standing (Karaoke Version) [In the Style of Elton John],74,2011,FALSE,184
Bennie And The Jets - Remastered 2014,9,1974,FALSE,184
Save Your Tears (with Ariana Grande) (Remix),40,2022,FALSE,184
Get Your Shine On,94,2013,FALSE,5
Year of the Cat,92,1977,FALSE,2
Memories,8,2021,FALSE,184
Georgy Girl,57,1989,FALSE,185
Learnin' The Blues,14,1996,FALSE,184
Instant Karma! (We All Shine On) - Remastered 2010,34,2010,FALSE,184
Sensitivity,29,1991,FALSE,2
XO Tour Llif3,13,2017,FALSE,170
For the Love of Money,75,1974,FALSE,185
Moonlight Feels Right,34,1976,FALSE,185
Up The Ladder To The Roof,88,1970,FALSE,180
Ruby,14,1981,FALSE,0
Come with Me Now,88,2014,FALSE,140
You Won't See Me,54,1974,FALSE,184
How You Remind Me,1,2002,FALSE,175
Wild Weekend,16,1993,FALSE,185
I Can't Wait Another Minute,60,1991,FALSE,182
I've Got to Use My Imagination,41,1974,FALSE,185
Time,50,1996,FALSE,184
Love Train,32,1973,FALSE,185
Scorpio,43,1972,FALSE,0
I Heard It Through The Grapevine,88,1969,FALSE,184
What You Want (feat. Total),31,1998,FALSE,170
The Space Between,65,2001,FALSE,4
Classic,50,2014,FALSE,185
Meet Virginia,70,2000,FALSE,185
Name,24,1996,FALSE,185
Never Let You Go - 2008 Remaster,43,2000,FALSE,184
I Went To Your Wedding,8,1960,FALSE,184
Wings Of A Dove,38,2010,FALSE,183
Ayo - Tribute to Tyga and Chris Brown,86,2015,FALSE,185
Just a Little,56,1965,FALSE,2
Hotel Room Service,46,2009,FALSE,163
Backseat (feat. The Cataracs & Dev),84,2011,FALSE,167
Throw It In The Bag,71,2009,FALSE,180
ME! (feat. Brendon Urie of Panic! At The Disco),43,2019,FALSE,184
Sweet Baby,78,1981,FALSE,185
Ahab The Arab,61,1995,FALSE,185
Can't Nobody Hold Me Down (feat. Mase),5,1997,FALSE,183
Disturbia,77,2009,FALSE,184
Lose My Breath,58,2004,FALSE,184
Renegade,67,1979,FALSE,184
No Hands (feat. Roscoe Dash & Wale),45,2011,FALSE,184
Stand Back,44,1991,FALSE,184
Beg Your Pardon,28,2011,FALSE,182
Down By the Station,60,2007,FALSE,181
Five Minutes More,4,1993,FALSE,185
"Brown Sugar - Live At The Jazz Cafe, London/1995",86,1998,FALSE,181
Looking Back,31,1965,FALSE,184
Oh! What It Seemed to Be,6,1964,FALSE,185
Welcome to the Black Parade,59,2007,FALSE,185
Hello Stranger,34,1963,FALSE,184
Escape (The Pina Colada Song),11,1980,FALSE,184
It's Your Love (Originally Performed by Tim Mcgraw with Faith Hill) [Karaoke Version],40,2013,FALSE,185
The Door Is Still Open to My Heart,78,2014,FALSE,182
Crazy Little Thing Called Love - Remastered 2011,6,1980,FALSE,2
i'm yours,26,2022,FALSE,185
Dark Horse,2,2014,FALSE,184
I Go to Pieces,75,2001,FALSE,185
"Mirror, Mirror",86,1982,FALSE,2
Things That Make You Go Hmmmm.... (feat. Freedom Williams),51,1991,FALSE,185
"Closer ( Originally Performed by The Chainsmokers , Halsey ) - Karaoke Version",7,2017,FALSE,185
You're The One That I Want (Originally Performed by John Travolta & Olivia Newton-John) - Karaoke Version,13,2015,FALSE,185
Wild Thing,33,1989,FALSE,184
"Donâ€™t Worry, Be Happy",37,2021,FALSE,185
Time Passages,79,1979,FALSE,2
Club Can't Handle Me (feat. David Guetta),40,2010,FALSE,167
Spill The Wine,20,1970,FALSE,185
Trampoline,53,2020,FALSE,184
Enjoy Yourself,40,1977,FALSE,185
Angel Of The Morning,25,1981,FALSE,178
Radioactive,57,2014,FALSE,2
For What It's Worth,27,1967,FALSE,184
Perfect World - Single Edit,64,2006,FALSE,184
If You Asked Me To,28,1992,FALSE,185
Finesse - Remix; feat. Cardi B,14,2018,FALSE,184
Give A Little Bit,78,1977,FALSE,184
Also Sprach Zarathustra,90,1977,FALSE,185
Forever Your Girl,30,1989,FALSE,184
If Not For You - Remastered 2022,76,2022,FALSE,183
Pocketful of Sunshine,18,2008,FALSE,185
What are We Doin' in Love (Duet) [Originally Performed by Dottie West & Kenny Rogers] {Karaoke Version},55,2016,FALSE,185
You Belong With Me (Taylorâ€™s Version),57,2021,FALSE,184
Thunder,22,2018,FALSE,184
I Love The Nightlife (Disco 'Round),88,1978,FALSE,2
If You Go,23,2001,FALSE,183
Don't Tell Me (As Made Famous by Madonna),34,2011,FALSE,182
I'll Never Fall in Love Again (Originally Performed By Tom Jones) - Karaoke Version,8,2015,FALSE,185
Insensitive,22,1996,FALSE,184
I Don't Like To Sleep Alone,73,1975,FALSE,183
You've Got Your Troubles (Rerecorded),84,2010,FALSE,185
Too Good,29,2016,FALSE,184
Botch-A-Me (Ba-Ba-Baciami Piccina),16,1952,FALSE,185
Ole Buttermilk Sky,21,2022,FALSE,185
Candida,18,1970,FALSE,185
I'll Be Over You,99,1986,FALSE,185
How Am I Supposed to Live Without You,12,1990,FALSE,185
Then The Morning Comes,48,2000,FALSE,184
How Soon,34,2000,FALSE,0
Bubbly,67,2007,FALSE,3
Little Bit O' Soul (Originally Performed by Music Explosion) [Karaoke Version],11,2015,FALSE,185
Stir It Up,91,1973,FALSE,144
Low Life (feat. The Weeknd),30,2016,FALSE,185
Lay Me Down,81,2015,FALSE,0
My Girl Bill,90,1974,FALSE,184
Better Days (And the Bottom Drops Out),96,1999,FALSE,184
Pretty Girl Rock,70,2011,FALSE,116
"thank u, next",12,2019,FALSE,179
Like a Virgin,2,1985,FALSE,184
Troublemaker (feat. Flo Rida),82,2013,FALSE,185
Change of Heart,61,1987,FALSE,185
You Know You Like It,59,2021,FALSE,95
We Run The Night,90,2012,FALSE,84
Harden My Heart,13,1982,FALSE,184
Our Day Will Come,33,1963,FALSE,184
25 or 6 to 4 - 2002 Remaster,61,1970,FALSE,184
Let Me Go,38,2012,FALSE,13
Run It! (feat. Juelz Santana),42,2005,FALSE,185
Step In the Name of Love - Remix,94,2003,FALSE,185
Teardrops On My Guitar - Radio Single Remix,48,2008,FALSE,2
Be With You,37,2000,FALSE,182
Why Do Fools Fall In Love?,28,2017,FALSE,185
Shake You Down,3,1987,FALSE,185
Wildfire,40,1982,FALSE,182
As I Lay Me Down,39,1995,FALSE,185
Amazed,85,1999,FALSE,179
My Happiness,39,2005,FALSE,184
Nothin',37,2002,FALSE,82
Temptation (Tim-Tayshun),12,2007,FALSE,183
"Theme From ""The Apartment""",53,2009,FALSE,183
"Shake, Rattle And Roll",26,1955,FALSE,184
It's Now Or Never,82,1981,FALSE,185
Part Of Me,31,2012,FALSE,20
Hungry,91,1966,FALSE,185
Crazy,36,2001,FALSE,182
Oh Very Young,70,1974,FALSE,184
Kiss Kiss (feat. T-Pain),93,2007,FALSE,185
She Will Be Loved - Radio Mix,61,2005,FALSE,180
Romeo & Juliet,48,2020,FALSE,185
Can't Stop (Originally Performed by After 7) [Karaoke Version],60,2016,FALSE,185
Believe,59,1995,FALSE,184
Waiting On A Friend - Remastered 2009,94,1982,FALSE,177
It's All Coming Back to Me Now,18,1996,FALSE,185
Back Then,92,2005,FALSE,182
I Just Want To Be Your Everything,2,1977,FALSE,184
Rhiannon,77,1976,FALSE,184
Black Horse And The Cherry Tree,57,2006,FALSE,183
Dancing Queen,12,1977,FALSE,184
Easy Loving (Originally Performed by Freddie Hart) [Karaoke Version],68,2016,FALSE,185
Me & U,14,2006,FALSE,184
Funny Face,83,1998,FALSE,181
Mama's Broken Heart,89,2013,FALSE,185
One More Night - 2016 Remaster,33,1985,FALSE,184
Boogie Oogie Oogie - Remastered 2004,9,1978,FALSE,184
Kookie Kookie (Lend Me Your Comb),37,2005,FALSE,184
Obsessed,41,2009,FALSE,3
Dazzey Duks,16,1993,FALSE,185
Bad At Love,27,2018,FALSE,179
U Remind Me,15,2001,FALSE,185
Need You Now,2,2010,FALSE,183
Do What I Want,84,2016,FALSE,184
Neutron Dance,38,1985,FALSE,185
Player's Anthem,72,1995,FALSE,185
Funky Worm,84,1973,FALSE,185
Dreamin',86,1960,FALSE,184
Nobody Knows,4,1996,FALSE,185
Tema de Tracy,81,2013,FALSE,185
Best Song Ever,74,2013,FALSE,185
"Bad, Bad Leroy Brown",2,1973,FALSE,0
Love Touch (Theme from Legal Eagles),82,1986,FALSE,184
Sh-Boom,4,1996,FALSE,184
Chick-a-Boom (Don't Ya Jes' Love It),34,2014,FALSE,185
Come Dancing,63,1983,FALSE,0
How Deep Is Your Love,71,1998,FALSE,88
Wipe Out - Hit Version / Extended Ending,14,2008,FALSE,184
Juicy,87,2020,FALSE,185
One Track Mind,75,1961,FALSE,185
"That Lady, Pts. 1 & 2",21,1973,FALSE,185
Understanding,58,1994,FALSE,185
Bohemian Rhapsody - Remastered 2011,39,1992,FALSE,2
The Rhythm of the Night,54,1995,FALSE,1
Damn I Wish I Was Your Lover,34,1992,FALSE,183
Nobody (feat. Athena Cage),16,1997,FALSE,174
How Do You Sleep? - Radio Edit Remix,86,2009,FALSE,183
It's Still Rock and Roll to Me,9,1980,FALSE,185
Constantly,80,1995,FALSE,3
If Ever You're in My Arms Again,47,2005,FALSE,184
Wanted,92,2013,FALSE,2
Rock Wit'cha,95,1989,FALSE,184
Young Turks - 2008 Remaster,48,2008,FALSE,2
Get Like Me,66,2008,FALSE,89
Higher Love,88,1988,FALSE,184
Cruisin' Down the Highway,11,1974,FALSE,185
Miss You,8,2003,FALSE,185
I'm On Fire,95,1984,FALSE,185
I'm Not In Love,43,2023,FALSE,95
Private Dancer - 2015 Remaster,93,1985,FALSE,169
The Whole World (feat. Killer Mike),70,2002,FALSE,185
Wifey - Club Mix/Dirty Version,53,2000,FALSE,185
Rich Girl,31,2005,FALSE,184
One Too Many,81,2021,FALSE,184
"Keep On, Keepin' On (feat. Xscape)",77,1996,FALSE,184
Everyday Is A Winding Road,60,1997,FALSE,3
My Cup Runneth Over,46,2001,FALSE,185
If You Love Me (Let Me Know),32,1974,FALSE,180
Love Like This,58,1999,FALSE,171
We're All Alone,98,1978,FALSE,184
Funky Broadway,73,1967,FALSE,184
Alfie,44,1967,FALSE,184
Throat Baby (Go Baby) (with DaBaby & City Girls) - Remix,97,2021,FALSE,184
Get Down Tonight - 2004 Remaster,65,1975,FALSE,3
Lullaby,46,1999,FALSE,176
Have You Never Been Mellow,37,1975,FALSE,185
Dance with Me,89,2000,FALSE,184
Anniversary,97,1997,FALSE,184
Don't Mess With Bill (Originally Performed By the Marvelettes) - Karaoke Version,67,2015,FALSE,185
Dreamtime,94,1986,FALSE,185
Cross My Broken Heart,90,2001,FALSE,184
Who Can It Be Now?,30,1982,FALSE,185
Get Ur Freak On,35,2001,FALSE,173
Black And White,63,1993,FALSE,184
Gimme the Light,74,2022,FALSE,171
Running With The Night - Single Version,53,1992,FALSE,3
Love Letters In The Sand - Single Version,2,1993,FALSE,183
High Noon (Do Not Forsake Me),19,1955,FALSE,185
Shangri-La,92,2014,FALSE,0
The Twelfth Of Never,99,1973,FALSE,184
Fly Like an Eagle,79,1997,FALSE,184
It Was A Good Day,78,1993,FALSE,170
"Tonight My Love, Tonight",85,2000,FALSE,185
Do It ('Til You're Satisfied),80,1975,FALSE,185
Back 2 Good,49,1999,FALSE,184
O Dio Mio,88,1960,FALSE,176
(How Much Is That) Doggie In The Window,3,1960,FALSE,184
Gimme Gimme Good Lovin',89,1969,FALSE,185
Hazy Shade of Winter,35,1990,FALSE,184
Rockin' Roll Baby,96,1974,FALSE,184
Starting All Over Again,38,2008,FALSE,2
Drowning (feat. Kodak Black),81,2017,FALSE,171
Eyes On You,96,2019,FALSE,0
Trippin',60,1999,FALSE,184
Diva,82,2009,FALSE,138
Quarter To Three,31,1998,FALSE,184
Nasty Freestyle,50,2015,FALSE,184
WAIT FOR U (feat. Drake & Tems),11,2022,FALSE,185
Takin' Care Of Business,63,1974,FALSE,184
Team,18,2014,FALSE,183
We Be Burnin',81,2006,FALSE,184
Thank You,94,1995,FALSE,2
Hero (feat. Josey Scott),25,2003,FALSE,184
Crying,40,1981,FALSE,185
Broccoli,34,2016,FALSE,1
Shoo-Be-Doo-Be-Doo-Da-Day,75,1968,FALSE,180
Stay With Me,10,2014,FALSE,184
Yellow River,83,1970,FALSE,185
Hey Nineteen,72,1981,FALSE,0
Show and Tell - Rerecorded,15,2009,FALSE,0
Ghetto Cowboy,87,2022,FALSE,185
Country Grammar (Hot Shit),29,2000,FALSE,184
Come Go With Me,18,1997,FALSE,184
It Only Hurts for a Little While,48,1956,FALSE,185
Stressed Out,5,2016,FALSE,171
You Are So Beautiful,67,1975,FALSE,182
Come And Get It - Remastered 2010,48,1970,FALSE,184
Starboy,20,2017,FALSE,184
Say Hey (I Love You) (feat. Cherine Tanya Anderson),97,2009,FALSE,185
Hemorrhage (In My Hands),100,2001,FALSE,185
Come Undone,41,1993,FALSE,185
The Way I Live - Main Explicit,53,2007,FALSE,184
Every Day of the Week,74,1995,FALSE,184
